Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Certainty.Level,Modification,Motivation,Last.Manual.Present.Natural.Modification,Number.Cells.Current.Range,Number.Cells.Present.Natural.Range,Change.In.Cells
Metasthenurus_newtonae,Diprotodontia,Macropodidae,Metasthenurus,newtonae,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Disjunct ranges connected. Range expanded northwards to suitable adjoining regions.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,127,127
Metridiochoerus_compactus,Cetartiodactyla,Suidae,Metridiochoerus,compactus,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Disjunct ranges connected.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,618,618
Mico_acariensis,Primates,Callitrichidae,Mico,acariensis,0) Present Natural range identical to IUCN range,None,NA,NA,11,11,0
Mico_argentatus,Primates,Callitrichidae,Mico,argentatus,0) Present Natural range identical to IUCN range,None,NA,NA,27,27,0
Mico_chrysoleucos,Primates,Callitrichidae,Mico,chrysoleucos,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Mico_emiliae,Primates,Callitrichidae,Mico,emiliae,0) Present Natural range identical to IUCN range,None,NA,NA,29,29,0
Mico_humeralifer,Primates,Callitrichidae,Mico,humeralifer,0) Present Natural range identical to IUCN range,None,NA,NA,16,16,0
Mico_humilis,Primates,Callitrichidae,Mico,humilis,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Mico_intermedius,Primates,Callitrichidae,Mico,intermedius,0) Present Natural range identical to IUCN range,None,NA,NA,15,15,0
Mico_leucippe,Primates,Callitrichidae,Mico,leucippe,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Mico_marcai,Primates,Callitrichidae,Mico,marcai,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Mico_mauesi,Primates,Callitrichidae,Mico,mauesi,0) Present Natural range identical to IUCN range,None,NA,NA,10,10,0
Mico_melanurus,Primates,Callitrichidae,Mico,melanurus,0) Present Natural range identical to IUCN range,None,NA,NA,126,126,0
Mico_nigriceps,Primates,Callitrichidae,Mico,nigriceps,0) Present Natural range identical to IUCN range,None,NA,NA,10,10,0
Mico_rondoni,Primates,Callitrichidae,Mico,rondoni,0) Present Natural range identical to IUCN range,None,NA,NA,18,18,0
Mico_saterei,Primates,Callitrichidae,Mico,saterei,0) Present Natural range identical to IUCN range,None,NA,NA,8,8,0
Microakodontomys_transitorius,Rodentia,Cricetidae,Microakodontomys,transitorius,0) Present Natural range identical to IUCN range,None,NA,NA,3,3,0
Microcavia_australis,Rodentia,Caviidae,Microcavia,australis,0) Present Natural range identical to IUCN range,None,NA,NA,235,235,0
Microcavia_niata,Rodentia,Caviidae,Microcavia,niata,0) Present Natural range identical to IUCN range,None,NA,NA,24,24,0
Microcavia_shiptoni,Rodentia,Caviidae,Microcavia,shiptoni,0) Present Natural range identical to IUCN range,None,NA,NA,8,8,0
Microcebus_arnholdi,Primates,Cheirogaleidae,Microcebus,arnholdi,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Microcebus_berthae,Primates,Cheirogaleidae,Microcebus,berthae,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Microcebus_bongolavensis,Primates,Cheirogaleidae,Microcebus,bongolavensis,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas and adjoining areas suitable to genus and not inhabited by other species.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,2,17,15
Microcebus_danfossi,Primates,Cheirogaleidae,Microcebus,danfossi,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Microcebus_gerpi,Primates,Cheirogaleidae,Microcebus,gerpi,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Microcebus_griseorufus,Primates,Cheirogaleidae,Microcebus,griseorufus,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas and adjoining areas suitable to genus and not inhabited by other species.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,13,20,7
Microcebus_jollyae,Primates,Cheirogaleidae,Microcebus,jollyae,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,1,6,5
Microcebus_lehilahytsara,Primates,Cheirogaleidae,Microcebus,lehilahytsara,0) Present Natural range identical to IUCN range,None,NA,NA,5,5,0
Microcebus_macarthurii,Primates,Cheirogaleidae,Microcebus,macarthurii,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Microcebus_mamiratra,Primates,Cheirogaleidae,Microcebus,mamiratra,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Microcebus_margotmarshae,Primates,Cheirogaleidae,Microcebus,margotmarshae,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Microcebus_marohita,Primates,Cheirogaleidae,Microcebus,marohita,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Microcebus_mittermeieri,Primates,Cheirogaleidae,Microcebus,mittermeieri,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Microcebus_murinus,Primates,Cheirogaleidae,Microcebus,murinus,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas and adjoining areas suitable to genus and not inhabited by other species.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,35,50,15
Microcebus_myoxinus,Primates,Cheirogaleidae,Microcebus,myoxinus,0) Present Natural range identical to IUCN range,None,NA,NA,11,11,0
Microcebus_ravelobensis,Primates,Cheirogaleidae,Microcebus,ravelobensis,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas not inhabited by Microcebus danfossi.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,4,10,6
Microcebus_rufus,Primates,Cheirogaleidae,Microcebus,rufus,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas within the lowland and subhumid forest ecoregion.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,3,56,53
Microcebus_sambiranensis,Primates,Cheirogaleidae,Microcebus,sambiranensis,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Microcebus_simmonsi,Primates,Cheirogaleidae,Microcebus,simmonsi,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Microcebus_tavaratra,Primates,Cheirogaleidae,Microcebus,tavaratra,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to places suitable for genus between current distribution and the distribution of Microcebus rufus.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,3,4,1
Microdillus_peeli,Rodentia,Muridae,Microdillus,peeli,0) Present Natural range identical to IUCN range,None,NA,NA,9,9,0
Microdipodops_megacephalus,Rodentia,Heteromyidae,Microdipodops,megacephalus,0) Present Natural range identical to IUCN range,None,NA,NA,51,51,0
Microdipodops_pallidus,Rodentia,Heteromyidae,Microdipodops,pallidus,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Microgale_brevicaudata,Afrosoricida,Tenrecidae,Microgale,brevicaudata,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,40,90,50
Microgale_cowani,Afrosoricida,Tenrecidae,Microgale,cowani,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,32,62,30
Microgale_dobsoni,Afrosoricida,Tenrecidae,Microgale,dobsoni,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,43,65,22
Microgale_drouhardi,Afrosoricida,Tenrecidae,Microgale,drouhardi,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,33,61,28
Microgale_dryas,Afrosoricida,Tenrecidae,Microgale,dryas,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,6,16,10
Microgale_fotsifotsy,Afrosoricida,Tenrecidae,Microgale,fotsifotsy,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,34,62,28
Microgale_gracilis,Afrosoricida,Tenrecidae,Microgale,gracilis,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,28,48,20
Microgale_grandidieri,Afrosoricida,Tenrecidae,Microgale,grandidieri,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to adjoining suitable areas.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.1,17,17,0
Microgale_gymnorhyncha,Afrosoricida,Tenrecidae,Microgale,gymnorhyncha,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,28,48,20
Microgale_jenkinsae,Afrosoricida,Tenrecidae,Microgale,jenkinsae,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Microgale_jobihely,Afrosoricida,Tenrecidae,Microgale,jobihely,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Microgale_longicaudata,Afrosoricida,Tenrecidae,Microgale,longicaudata,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Microgale_macpheei,Afrosoricida,Tenrecidae,Microgale,macpheei,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,33,33
Microgale_majori,Afrosoricida,Tenrecidae,Microgale,majori,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,36,67,31
Microgale_monticola,Afrosoricida,Tenrecidae,Microgale,monticola,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,2,4,2
Microgale_nasoloi,Afrosoricida,Tenrecidae,Microgale,nasoloi,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,4,10,6
Microgale_parvula,Afrosoricida,Tenrecidae,Microgale,parvula,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,31,62,31
Microgale_principula,Afrosoricida,Tenrecidae,Microgale,principula,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,29,61,32
Microgale_pusilla,Afrosoricida,Tenrecidae,Microgale,pusilla,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,21,45,24
Microgale_soricoides,Afrosoricida,Tenrecidae,Microgale,soricoides,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,33,66,33
Microgale_taiva,Afrosoricida,Tenrecidae,Microgale,taiva,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,23,49,26
Microgale_talazaci,Afrosoricida,Tenrecidae,Microgale,talazaci,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,31,60,29
Microgale_thomasi,Afrosoricida,Tenrecidae,Microgale,thomasi,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,18,32,14
Microhydromys_argenteus,Rodentia,Muridae,Microhydromys,argenteus,0) Present Natural range identical to IUCN range,None,NA,NA,17,17,0
Microhydromys_richardsoni,Rodentia,Muridae,Microhydromys,richardsoni,0) Present Natural range identical to IUCN range,None,NA,NA,33,33,0
Micromys_minutus,Rodentia,Muridae,Micromys,minutus,0) Present Natural range identical to IUCN range,None,NA,NA,2373,2373,0
Micronycteris_brosseti,Chiroptera,Phyllostomidae,Micronycteris,brosseti,0) Present Natural range identical to IUCN range,None,NA,NA,96,96,0
Micronycteris_buriri,Chiroptera,Phyllostomidae,Micronycteris,buriri,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Micronycteris_giovanniae,Chiroptera,Phyllostomidae,Micronycteris,giovanniae,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Micronycteris_hirsuta,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,0) Present Natural range identical to IUCN range,None,NA,NA,830,830,0
Micronycteris_matses,Chiroptera,Phyllostomidae,Micronycteris,matses,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Micronycteris_megalotis,Chiroptera,Phyllostomidae,Micronycteris,megalotis,0) Present Natural range identical to IUCN range,None,NA,NA,1423,1423,0
Micronycteris_microtis,Chiroptera,Phyllostomidae,Micronycteris,microtis,0) Present Natural range identical to IUCN range,None,NA,NA,646,646,0
Micronycteris_minuta,Chiroptera,Phyllostomidae,Micronycteris,minuta,0) Present Natural range identical to IUCN range,None,NA,NA,1434,1434,0
Micronycteris_sanborni,Chiroptera,Phyllostomidae,Micronycteris,sanborni,0) Present Natural range identical to IUCN range,None,NA,NA,8,8,0
Micronycteris_schmidtorum,Chiroptera,Phyllostomidae,Micronycteris,schmidtorum,0) Present Natural range identical to IUCN range,None,NA,NA,874,874,0
Microperoryctes_aplini,Peramelemorphia,Peramelidae,Microperoryctes,aplini,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Microperoryctes_longicauda,Peramelemorphia,Peramelidae,Microperoryctes,longicauda,0) Present Natural range identical to IUCN range,None,NA,NA,53,53,0
Microperoryctes_murina,Peramelemorphia,Peramelidae,Microperoryctes,murina,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Microperoryctes_papuensis,Peramelemorphia,Peramelidae,Microperoryctes,papuensis,0) Present Natural range identical to IUCN range,None,NA,NA,10,10,0
Micropotamogale_lamottei,Afrosoricida,Tenrecidae,Micropotamogale,lamottei,0) Present Natural range identical to IUCN range,None,NA,NA,7,7,0
Micropotamogale_ruwenzorii,Afrosoricida,Tenrecidae,Micropotamogale,ruwenzorii,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Micropteropus_intermedius,Chiroptera,Pteropodidae,Micropteropus,intermedius,0) Present Natural range identical to IUCN range,None,NA,NA,35,35,0
Micropteropus_pusillus,Chiroptera,Pteropodidae,Micropteropus,pusillus,0) Present Natural range identical to IUCN range,None,NA,NA,718,718,0
Microryzomys_altissimus,Rodentia,Cricetidae,Microryzomys,altissimus,0) Present Natural range identical to IUCN range,None,NA,NA,53,53,0
Microryzomys_minutus,Rodentia,Cricetidae,Microryzomys,minutus,0) Present Natural range identical to IUCN range,None,NA,NA,152,152,0
Microsciurus_alfari,Rodentia,Sciuridae,Microsciurus,alfari,0) Present Natural range identical to IUCN range,None,NA,NA,35,35,0
Microsciurus_flaviventer,Rodentia,Sciuridae,Microsciurus,flaviventer,0) Present Natural range identical to IUCN range,None,NA,NA,259,259,0
Microsciurus_mimulus,Rodentia,Sciuridae,Microsciurus,mimulus,0) Present Natural range identical to IUCN range,None,NA,NA,42,42,0
Microsciurus_santanderensis,Rodentia,Sciuridae,Microsciurus,santanderensis,0) Present Natural range identical to IUCN range,None,NA,NA,36,36,0
Microtus_abbreviatus,Rodentia,Cricetidae,Microtus,abbreviatus,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Microtus_agrestis,Rodentia,Cricetidae,Microtus,agrestis,0) Present Natural range identical to IUCN range,None,NA,NA,1467,1467,0
Microtus_anatolicus,Rodentia,Cricetidae,Microtus,anatolicus,0) Present Natural range identical to IUCN range,None,NA,NA,10,10,0
Microtus_arvalis,Rodentia,Cricetidae,Microtus,arvalis,0) Present Natural range identical to IUCN range,None,NA,NA,971,971,0
Microtus_bavaricus,Rodentia,Cricetidae,Microtus,bavaricus,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected Known sites taken from Mammalian Biology 75: 561-566 (2010). Three sites connected as a line.,Disjunct range likely anthropogenic in cause.,Version 1.0,1,8,7
Microtus_brachycercus,Rodentia,Cricetidae,Microtus,brachycercus,0) Present Natural range identical to IUCN range,None,NA,NA,22,22,0
Microtus_breweri,Rodentia,Cricetidae,Microtus,breweri,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Microtus_cabrerae,Rodentia,Cricetidae,Microtus,cabrerae,0) Present Natural range identical to IUCN range,None,Added cells coded Extinct or Possibly Extinct by IUCN.,NA,34,37,3
Microtus_californicus,Rodentia,Cricetidae,Microtus,californicus,0) Present Natural range identical to IUCN range,None,NA,NA,61,61,0
Microtus_canicaudus,Rodentia,Cricetidae,Microtus,canicaudus,0) Present Natural range identical to IUCN range,None,NA,NA,5,5,0
Microtus_chrotorrhinus,Rodentia,Cricetidae,Microtus,chrotorrhinus,0) Present Natural range identical to IUCN range,None,NA,NA,225,225,0
Microtus_clarkei,Rodentia,Cricetidae,Microtus,clarkei,0) Present Natural range identical to IUCN range,None,NA,NA,45,45,0
Microtus_daghestanicus,Rodentia,Cricetidae,Microtus,daghestanicus,0) Present Natural range identical to IUCN range,None,NA,NA,44,44,0
Microtus_dogramacii,Rodentia,Cricetidae,Microtus,dogramacii,0) Present Natural range identical to IUCN range,None,NA,NA,8,8,0
Microtus_duodecimcostatus,Rodentia,Cricetidae,Microtus,duodecimcostatus,0) Present Natural range identical to IUCN range,None,NA,NA,97,97,0
Microtus_evoronensis,Rodentia,Cricetidae,Microtus,evoronensis,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Microtus_felteni,Rodentia,Cricetidae,Microtus,felteni,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Microtus_fortis,Rodentia,Cricetidae,Microtus,fortis,0) Present Natural range identical to IUCN range,None,NA,NA,372,372,0
Microtus_gerbei,Rodentia,Cricetidae,Microtus,gerbei,0) Present Natural range identical to IUCN range,None,NA,NA,41,41,0
Microtus_gregalis,Rodentia,Cricetidae,Microtus,gregalis,0) Present Natural range identical to IUCN range,None,NA,NA,888,888,0
Microtus_guatemalensis,Rodentia,Cricetidae,Microtus,guatemalensis,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Microtus_guentheri,Rodentia,Cricetidae,Microtus,guentheri,0) Present Natural range identical to IUCN range,None,NA,NA,119,119,0
Microtus_henseli,Rodentia,Cricetidae,Microtus,henseli,4) Expansion of ranges to entire islands,Range set as Corsica and Sardinia.,Expansion of ranges to entire islands.,Version 1.0,0,10,10
Microtus_hyperboreus,Rodentia,Cricetidae,Microtus,hyperboreus,0) Present Natural range identical to IUCN range,None,NA,NA,321,321,0
Microtus_ilaeus,Rodentia,Cricetidae,Microtus,ilaeus,0) Present Natural range identical to IUCN range,None,NA,NA,85,85,0
Microtus_irani,Rodentia,Cricetidae,Microtus,irani,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Microtus_kermanensis,Rodentia,Cricetidae,Microtus,kermanensis,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Microtus_kikuchii,Rodentia,Cricetidae,Microtus,kikuchii,0) Present Natural range identical to IUCN range,None,NA,NA,5,5,0
Microtus_levis,Rodentia,Cricetidae,Microtus,levis,0) Present Natural range identical to IUCN range,None,NA,NA,581,581,0
Microtus_liechtensteini,Rodentia,Cricetidae,Microtus,liechtensteini,0) Present Natural range identical to IUCN range,None,NA,NA,30,30,0
Microtus_limnophilus,Rodentia,Cricetidae,Microtus,limnophilus,0) Present Natural range identical to IUCN range,None,NA,NA,180,180,0
Microtus_longicaudus,Rodentia,Cricetidae,Microtus,longicaudus,0) Present Natural range identical to IUCN range,None,NA,NA,534,534,0
Microtus_lusitanicus,Rodentia,Cricetidae,Microtus,lusitanicus,0) Present Natural range identical to IUCN range,None,NA,NA,50,50,0
Microtus_majori,Rodentia,Cricetidae,Microtus,majori,0) Present Natural range identical to IUCN range,None,NA,NA,38,38,0
Microtus_maximowiczii,Rodentia,Cricetidae,Microtus,maximowiczii,0) Present Natural range identical to IUCN range,None,NA,NA,266,266,0
Microtus_mexicanus,Rodentia,Cricetidae,Microtus,mexicanus,0) Present Natural range identical to IUCN range,None,NA,NA,161,161,0
Microtus_middendorffii,Rodentia,Cricetidae,Microtus,middendorffii,0) Present Natural range identical to IUCN range,None,NA,NA,342,342,0
Microtus_miurus,Rodentia,Cricetidae,Microtus,miurus,0) Present Natural range identical to IUCN range,None,NA,NA,250,250,0
Microtus_mongolicus,Rodentia,Cricetidae,Microtus,mongolicus,0) Present Natural range identical to IUCN range,None,NA,NA,208,208,0
Microtus_montanus,Rodentia,Cricetidae,Microtus,montanus,0) Present Natural range identical to IUCN range,None,NA,NA,222,222,0
Microtus_montebelli,Rodentia,Cricetidae,Microtus,montebelli,0) Present Natural range identical to IUCN range,None,NA,NA,56,56,0
Microtus_mujanensis,Rodentia,Cricetidae,Microtus,mujanensis,0) Present Natural range identical to IUCN range,None,NA,NA,5,5,0
Microtus_multiplex,Rodentia,Cricetidae,Microtus,multiplex,0) Present Natural range identical to IUCN range,None,NA,NA,30,30,0
Microtus_nasarovi,Rodentia,Cricetidae,Microtus,nasarovi,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Microtus_oaxacensis,Rodentia,Cricetidae,Microtus,oaxacensis,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Microtus_ochrogaster,Rodentia,Cricetidae,Microtus,ochrogaster,0) Present Natural range identical to IUCN range,None,Added cells coded Extinct or Possibly Extinct by IUCN.,NA,419,429,10
Microtus_oeconomus,Rodentia,Cricetidae,Microtus,oeconomus,0) Present Natural range identical to IUCN range,None,NA,NA,2576,2576,0
Microtus_oregoni,Rodentia,Cricetidae,Microtus,oregoni,0) Present Natural range identical to IUCN range,None,NA,NA,42,42,0
Microtus_paradoxus,Rodentia,Cricetidae,Microtus,paradoxus,0) Present Natural range identical to IUCN range,None,NA,NA,20,20,0
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus,pennsylvanicus,0) Present Natural range identical to IUCN range,None,NA,NA,1527,1527,0
Microtus_pinetorum,Rodentia,Cricetidae,Microtus,pinetorum,0) Present Natural range identical to IUCN range,None,NA,NA,362,362,0
Microtus_qazvinensis,Rodentia,Cricetidae,Microtus,qazvinensis,0) Present Natural range identical to IUCN range,None,NA,NA,16,16,0
Microtus_quasiater,Rodentia,Cricetidae,Microtus,quasiater,0) Present Natural range identical to IUCN range,None,NA,NA,13,13,0
Microtus_richardsoni,Rodentia,Cricetidae,Microtus,richardsoni,0) Present Natural range identical to IUCN range,None,NA,NA,141,141,0
Microtus_sachalinensis,Rodentia,Cricetidae,Microtus,sachalinensis,0) Present Natural range identical to IUCN range,None,NA,NA,16,16,0
Microtus_savii,Rodentia,Cricetidae,Microtus,savii,0) Present Natural range identical to IUCN range,None,NA,NA,54,54,0
Microtus_schelkovnikovi,Rodentia,Cricetidae,Microtus,schelkovnikovi,0) Present Natural range identical to IUCN range,None,NA,NA,12,12,0
Microtus_schidlovskii,Rodentia,Cricetidae,Microtus,schidlovskii,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Microtus_socialis,Rodentia,Cricetidae,Microtus,socialis,0) Present Natural range identical to IUCN range,None,NA,NA,407,407,0
Microtus_subterraneus,Rodentia,Cricetidae,Microtus,subterraneus,0) Present Natural range identical to IUCN range,None,NA,NA,456,456,0
Microtus_tatricus,Rodentia,Cricetidae,Microtus,tatricus,0) Present Natural range identical to IUCN range,None,NA,NA,16,16,0
Microtus_thomasi,Rodentia,Cricetidae,Microtus,thomasi,0) Present Natural range identical to IUCN range,None,NA,NA,30,30,0
Microtus_townsendii,Rodentia,Cricetidae,Microtus,townsendii,0) Present Natural range identical to IUCN range,None,NA,NA,48,48,0
Microtus_transcaspicus,Rodentia,Cricetidae,Microtus,transcaspicus,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Microtus_umbrosus,Rodentia,Cricetidae,Microtus,umbrosus,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Microtus_xanthognathus,Rodentia,Cricetidae,Microtus,xanthognathus,0) Present Natural range identical to IUCN range,None,NA,NA,324,324,0
Millardia_gleadowi,Rodentia,Muridae,Millardia,gleadowi,0) Present Natural range identical to IUCN range,None,NA,NA,39,39,0
Millardia_kathleenae,Rodentia,Muridae,Millardia,kathleenae,0) Present Natural range identical to IUCN range,None,NA,NA,9,9,0
Millardia_kondana,Rodentia,Muridae,Millardia,kondana,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Millardia_meltada,Rodentia,Muridae,Millardia,meltada,0) Present Natural range identical to IUCN range,None,NA,NA,308,308,0
Mimetillus_moloneyi,Chiroptera,Vespertilionidae,Mimetillus,moloneyi,0) Present Natural range identical to IUCN range,None,NA,NA,541,541,0
Mimon_bennettii,Chiroptera,Phyllostomidae,Mimon,bennettii,0) Present Natural range identical to IUCN range,None,NA,NA,568,568,0
Mimon_cozumelae,Chiroptera,Phyllostomidae,Mimon,cozumelae,0) Present Natural range identical to IUCN range,None,NA,NA,146,146,0
